shift,driver,trailer,kind,start,end,origin,destination,operation_index,point,quantity,trailer_quantity_start,trailer_quantity_end,driving_start,driving_end
79,5,8,travel,13203,13261,166,1,3,,0.0,3.2741809263825417e-11,3.2741809263825417e-11,74,132
80,7,12,travel,13231,13281,58,144,1,,0.0,19975.1580044889,19975.1580044889,46,96
79,5,8,service,13261,13321,,,3,1,-20400.000851495,3.2741809263825417e-11,20400.00085149503,132,132
80,7,12,service,13281,13333,,,1,144,19975.15800448886,19975.1580044889,4.001776687800884e-11,96,96
79,5,8,return,13321,13324,1,0,,,0.0,20400.00085149503,20400.00085149503,132,135
80,7,12,travel,13333,13419,144,1,2,,0.0,4.001776687800884e-11,4.001776687800884e-11,96,182
80,7,12,service,13419,13479,,,2,1,-20642.8580044889,4.001776687800884e-11,20642.85800448894,182,182
80,7,12,return,13479,13482,1,0,,,0.0,20642.85800448894,20642.85800448894,182,185
81,2,3,travel,13854,13889,0,23,0,,0.0,26876.191598001315,26876.191598001315,0,35
82,6,4,travel,13871,13919,0,88,0,,0.0,20076.1913141696,20076.1913141696,0,48
81,2,3,service,13889,13919,,,0,23,4505.396528180914,26876.191598001315,22370.7950698204,35,35
81,2,3,travel,13919,13948,23,281,1,,0.0,22370.7950698204,22370.7950698204,35,64
82,6,4,service,13919,13979,,,0,88,20076.1913141696,20076.1913141696,0.0,48,48
83,12,1,travel,13932,13935,0,1,0,,0.0,-1.4551915228366852e-11,-1.4551915228366852e-11,0,3
83,12,1,service,13935,13995,,,0,1,-22261.9056911155,-1.4551915228366852e-11,22261.905691115484,3,3
81,2,3,service,13948,14008,,,1,281,22207.800000000007,22370.7950698204,162.99506982039384,64,64
82,6,4,travel,13979,14028,88,1,1,,0.0,0.0,0.0,48,97
83,12,1,travel,13995,14051,1,41,1,,0.0,22261.905691115484,22261.905691115484,3,59
81,2,3,return,14008,14057,281,0,,,0.0,162.99506982039384,162.99506982039384,64,113
82,6,4,service,14028,14088,,,1,1,-20076.1913141696,0.0,20076.1913141696,97,97
83,12,1,service,14051,14081,,,1,41,6709.9004058838145,22261.905691115484,15552.00528523167,59,59
83,12,1,travel,14081,14082,41,194,2,,0.0,15552.00528523167,15552.00528523167,59,60
83,12,1,service,14082,14112,,,2,194,10694.289487157106,15552.00528523167,4857.715798074563,60,60
82,6,4,travel,14088,14163,1,257,2,,0.0,20076.1913141696,20076.1913141696,97,172
83,12,1,travel,14112,14129,194,241,3,,0.0,4857.715798074563,4857.715798074563,60,77
84,9,11,travel,14123,14126,0,1,0,,0.0,0.0,0.0,0,3
84,9,11,service,14126,14186,,,0,1,-21290.4770791396,0.0,21290.4770791396,3,3
83,12,1,service,14129,14159,,,3,241,4857.715798074583,4857.715798074563,-2.000888343900442e-11,77,77
85,10,7,travel,14145,14148,0,1,0,,0.0,-1.8189894035458565e-11,-1.8189894035458565e-11,0,3
85,10,7,service,14148,14208,,,0,1,-20983.6675425238,-1.8189894035458565e-11,20983.66754252378,3,3
83,12,1,return,14159,14211,241,0,,,0.0,-2.000888343900442e-11,-2.000888343900442e-11,77,129
82,6,4,service,14163,14193,,,2,257,6365.815020751997,20076.1913141696,13710.376293417601,172,172
84,9,11,travel,14186,14219,1,260,1,,0.0,21290.4770791396,21290.4770791396,3,36
82,6,4,travel,14193,14195,257,255,3,,0.0,13710.376293417601,13710.376293417601,172,174
82,6,4,service,14195,14225,,,3,255,7848.900000000009,13710.376293417601,5861.476293417592,174,174
86,3,13,travel,14199,14240,0,74,0,,0.0,23095.715249728197,23095.715249728197,0,41
87,7,12,travel,14203,14259,0,16,0,,0.0,20642.85800448894,20642.85800448894,0,56
88,5,8,travel,14207,14257,0,316,0,,0.0,20400.00085149503,20400.00085149503,0,50
85,10,7,travel,14208,14259,1,46,1,,0.0,20983.66754252378,20983.66754252378,3,54
84,9,11,service,14219,14249,,,1,260,2552.29341888428,21290.4770791396,18738.18366025532,36,36
82,6,4,travel,14225,14235,255,318,4,,0.0,5861.476293417592,5861.476293417592,174,184
82,6,4,service,14235,14265,,,4,318,5571.099999999986,5861.476293417592,290.3762934176066,184,184
86,3,13,service,14240,14270,,,0,74,17259.682906930826,23095.715249728197,5836.032342797371,41,41
84,9,11,travel,14249,14274,260,272,2,,0.0,18738.18366025532,18738.18366025532,36,61
88,5,8,service,14257,14287,,,0,316,5729.467011272238,20400.00085149503,14670.533840222794,50,50
85,10,7,service,14259,14289,,,1,46,2526.3,20983.66754252378,18457.36754252378,54,54
87,7,12,service,14259,14289,,,0,16,12052.415237665347,20642.85800448894,8590.442766823591,56,56
82,6,4,return,14265,14336,318,0,,,0.0,290.3762934176066,290.3762934176066,184,255
86,3,13,travel,14270,14283,74,142,1,,0.0,5836.032342797371,5836.032342797371,41,54
84,9,11,service,14274,14304,,,2,272,3456.7638400000014,18738.18366025532,15281.419820255318,61,61
86,3,13,service,14283,14313,,,1,142,5514.307774656279,5836.032342797371,321.72456814109137,54,54
88,5,8,service,14287,14317,,,1,177,7348.757965479026,14670.533840222794,7321.775874743767,50,50
85,10,7,service,14289,14349,,,2,151,18457.36754252379,18457.36754252378,-7.275957614183426e-12,54,54
87,7,12,travel,14289,14315,16,141,1,,0.0,8590.442766823591,8590.442766823591,56,82
84,9,11,travel,14304,14335,272,146,3,,0.0,15281.419820255318,15281.419820255318,61,92
86,3,13,return,14313,14360,142,0,,,0.0,321.72456814109137,321.72456814109137,54,101
87,7,12,service,14315,14345,,,1,141,8590.442766823577,8590.442766823591,1.4551915228366852e-11,82,82
88,5,8,service,14317,14347,,,2,103,7321.775874743729,7321.775874743767,3.8198777474462986e-11,50,50
84,9,11,service,14335,14365,,,3,146,15222.19999999999,15281.419820255318,59.21982025532816,92,92
87,7,12,return,14345,14398,141,0,,,0.0,1.4551915228366852e-11,1.4551915228366852e-11,82,135
88,5,8,return,14347,14398,103,0,,,0.0,3.8198777474462986e-11,3.8198777474462986e-11,50,101
85,10,7,return,14349,14398,151,0,,,0.0,-7.275957614183426e-12,-7.275957614183426e-12,54,103
84,9,11,return,14365,14398,146,0,,,0.0,59.21982025532816,59.21982025532816,92,125
