origin,origin_kind,rank,destination,destination_kind,distance,reverse_distance
206,customer,3,137,customer,28.0,28.0
206,customer,4,116,customer,35.0,35.0
206,customer,5,77,customer,43.0,44.0
206,customer,6,277,customer,43.0,43.0
206,customer,7,317,customer,44.0,48.0
206,customer,8,18,customer,52.0,53.0
206,customer,9,183,customer,52.0,52.0
206,customer,10,217,customer,52.0,60.0
207,customer,1,58,customer,2.0,2.0
207,customer,2,154,customer,2.0,2.0
207,customer,3,240,customer,3.0,5.0
207,customer,4,142,customer,6.0,8.0
207,customer,5,126,customer,7.0,5.0
207,customer,6,324,customer,7.0,5.0
207,customer,7,5,customer,8.0,5.0
207,customer,8,32,customer,8.0,5.0
207,customer,9,67,customer,8.0,5.0
207,customer,10,253,customer,8.0,7.0
208,customer,1,52,customer,0.0,0.0
208,customer,2,299,customer,0.0,0.0
208,customer,3,97,customer,1.0,1.0
208,customer,4,187,customer,6.0,14.0
208,customer,5,283,customer,9.0,9.0
208,customer,6,225,customer,10.0,10.0
208,customer,7,245,customer,10.0,10.0
208,customer,8,15,customer,11.0,13.0
208,customer,9,17,customer,11.0,14.0
208,customer,10,241,customer,11.0,12.0
209,customer,1,158,customer,0.0,0.0
209,customer,2,292,customer,0.0,0.0
209,customer,3,49,customer,0.0373650594841034,0.0373650594841034
209,customer,4,124,customer,0.0373650594841034,0.0373650594841034
209,customer,5,314,customer,0.0373650594841034,0.0373650594841034
209,customer,6,103,customer,7.0,7.0
209,customer,7,177,customer,7.0,7.0
209,customer,8,316,customer,7.0,7.0
209,customer,9,68,customer,10.0,10.0
209,customer,10,170,customer,12.0,12.0
210,customer,1,157,customer,0.0,0.0
210,customer,2,71,customer,3.0,2.0
210,customer,3,233,customer,3.0,2.0
210,customer,4,99,customer,4.0,4.0
210,customer,5,114,customer,5.0,4.0
210,customer,6,165,customer,5.0,5.0
210,customer,7,213,customer,5.0,4.0
210,customer,8,242,customer,5.0,5.0
210,customer,9,263,customer,5.0,4.0
210,customer,10,274,customer,5.0,5.0
211,customer,1,106,customer,1.0,1.0
211,customer,2,123,customer,6.0,6.0
211,customer,3,29,customer,11.0,12.0
211,customer,4,122,customer,13.0,14.0
211,customer,5,168,customer,14.0,14.0
211,customer,6,93,customer,15.0,17.0
211,customer,7,321,customer,15.0,17.0
211,customer,8,83,customer,24.0,28.0
211,customer,9,7,customer,25.0,33.0
211,customer,10,105,customer,25.0,26.0
212,customer,1,303,customer,8.0,6.0
212,customer,2,290,customer,11.0,10.0
212,customer,3,306,customer,12.0,12.0
212,customer,4,40,customer,14.0,14.0
212,customer,5,251,customer,15.0,15.0
212,customer,6,262,customer,22.0,22.0
212,customer,7,280,customer,29.0,28.0
212,customer,8,37,customer,30.0,31.0
212,customer,9,215,customer,30.0,31.0
212,customer,10,223,customer,32.0,32.0
213,customer,1,114,customer,0.556602732145949,0.556602732145949
213,customer,2,165,customer,1.0,1.0
213,customer,3,242,customer,1.0,1.0
213,customer,4,263,customer,1.0,1.0
213,customer,5,274,customer,1.0,1.0
213,customer,6,71,customer,2.0,2.0
213,customer,7,233,customer,2.0,2.0
213,customer,8,99,customer,3.0,3.0
213,customer,9,157,customer,4.0,5.0
213,customer,10,210,customer,4.0,5.0
214,customer,1,172,customer,3.0,2.0
214,customer,2,128,customer,10.0,10.0
214,customer,3,295,customer,10.0,10.0
214,customer,4,156,customer,11.0,11.0
214,customer,5,239,customer,13.0,13.0
214,customer,6,81,customer,29.0,29.0
214,customer,7,6,customer,33.0,32.0
214,customer,8,63,customer,34.0,33.0
214,customer,9,319,customer,60.0,60.0
214,customer,10,57,customer,69.0,69.0
215,customer,1,37,customer,0.0,0.0
215,customer,2,251,customer,24.0,23.0
215,customer,3,40,customer,25.0,24.0
215,customer,4,102,customer,25.0,21.0
215,customer,5,280,customer,29.0,29.0
215,customer,6,212,customer,31.0,30.0
215,customer,7,222,customer,31.0,30.0
215,customer,8,323,customer,31.0,30.0
215,customer,9,19,customer,32.0,32.0
215,customer,10,35,customer,33.0,33.0
216,customer,1,101,customer,17.0,16.0
216,customer,2,60,customer,33.0,35.0
216,customer,3,13,customer,34.0,34.0
216,customer,4,188,customer,37.0,39.0
216,customer,5,76,customer,39.0,40.0
216,customer,6,113,customer,39.0,38.0
216,customer,7,160,customer,39.0,38.0
216,customer,8,166,customer,39.0,38.0
216,customer,9,39,customer,40.0,41.0
216,customer,10,184,customer,42.0,43.0
217,customer,1,77,customer,15.0,15.0
217,customer,2,18,customer,21.0,20.0
217,customer,3,116,customer,24.0,24.0
217,customer,4,229,customer,48.0,47.0
217,customer,5,169,customer,55.0,48.0
217,customer,6,21,customer,57.0,56.0
217,customer,7,94,customer,57.0,57.0
217,customer,8,130,customer,57.0,56.0
217,customer,9,221,customer,57.0,56.0
217,customer,10,309,customer,57.0,57.0
218,customer,1,65,customer,0.0,0.0
218,customer,2,201,customer,3.0,3.0
218,customer,3,255,customer,4.0,4.0
218,customer,4,174,customer,5.0,5.0
218,customer,5,219,customer,5.0,5.0
218,customer,6,257,customer,5.0,5.0
218,customer,7,288,customer,5.0,5.0
218,customer,8,92,customer,7.0,10.0
218,customer,9,318,customer,7.0,10.0
218,customer,10,86,customer,8.0,8.0
219,customer,1,174,customer,0.0,0.0
219,customer,2,288,customer,0.234441138504504,0.234441138504504
219,customer,3,257,customer,0.258095682336724,0.258095682336724
219,customer,4,255,customer,1.08551384705372,1.08551384705372
219,customer,5,201,customer,4.0,5.0
219,customer,6,65,customer,5.0,5.0
219,customer,7,218,customer,5.0,5.0
219,customer,8,4,customer,6.0,6.0
219,customer,9,92,customer,6.0,7.0
219,customer,10,136,customer,6.0,6.0
220,customer,1,224,customer,0.0,0.0
220,customer,2,69,customer,2.0,2.0
220,customer,3,73,customer,4.0,4.0
220,customer,4,173,customer,4.0,3.0
220,customer,5,196,customer,4.0,4.0
220,customer,6,259,customer,4.0,4.0
220,customer,7,267,customer,4.0,4.0
220,customer,8,275,customer,4.0,4.0
220,customer,9,279,customer,4.0,4.0
220,customer,10,4,customer,5.0,6.0
221,customer,1,21,customer,0.0,0.0
221,customer,2,130,customer,0.0,0.0
221,customer,3,11,customer,5.0,7.0
221,customer,4,247,customer,5.0,7.0
221,customer,5,264,customer,5.0,7.0
221,customer,6,94,customer,13.0,13.0
221,customer,7,309,customer,13.0,13.0
221,customer,8,18,customer,43.0,43.0
221,customer,9,217,customer,56.0,57.0
221,customer,10,77,customer,67.8,67.8
222,customer,1,323,customer,0.809729823653703,0.809729823653703
222,customer,2,119,customer,10.0,11.0
222,customer,3,280,customer,14.0,15.0
222,customer,4,40,customer,29.0,29.0
222,customer,5,37,customer,30.0,31.0
222,customer,6,215,customer,30.0,31.0
222,customer,7,251,customer,30.0,30.0
222,customer,8,290,customer,39.0,39.0
222,customer,9,250,customer,43.0,44.0
222,customer,10,306,customer,44.0,44.0
223,customer,1,70,customer,14.0,14.0
223,customer,2,91,customer,17.0,18.0
223,customer,3,179,customer,17.0,18.0
223,customer,4,262,customer,19.0,19.0
223,customer,5,290,customer,25.0,25.0
223,customer,6,181,customer,27.0,27.0
223,customer,7,306,customer,27.0,26.0
223,customer,8,115,customer,28.0,29.0
223,customer,9,303,customer,30.0,29.0
223,customer,10,212,customer,32.0,32.0
224,customer,1,220,customer,0.0,0.0
224,customer,2,69,customer,2.0,2.0
224,customer,3,73,customer,4.0,4.0
224,customer,4,173,customer,4.0,3.0
224,customer,5,196,customer,4.0,4.0
224,customer,6,259,customer,4.0,4.0
224,customer,7,267,customer,4.0,4.0
224,customer,8,275,customer,4.0,4.0
224,customer,9,279,customer,4.0,4.0
224,customer,10,4,customer,5.0,6.0
225,customer,1,159,customer,7.0,7.0
225,customer,2,241,customer,7.0,7.0
225,customer,3,297,customer,7.0,7.0
225,customer,4,52,customer,10.0,10.0
225,customer,5,97,customer,10.0,10.0
225,customer,6,208,customer,10.0,10.0
225,customer,7,245,customer,10.0,10.0
225,customer,8,283,customer,10.0,10.0
225,customer,9,299,customer,10.0,10.0
225,customer,10,293,customer,11.0,11.0
226,customer,1,29,customer,24.0,23.0
226,customer,2,168,customer,27.0,26.0
226,customer,3,93,customer,32.0,31.0
226,customer,4,252,customer,32.0,31.0
226,customer,5,321,customer,32.0,31.0
226,customer,6,122,customer,34.0,33.0
226,customer,7,211,customer,36.0,36.0
226,customer,8,43,customer,37.0,47.0
226,customer,9,106,customer,38.0,38.0
226,customer,10,123,customer,41.0,40.0
227,customer,1,27,customer,4.0,5.0
227,customer,2,150,customer,4.0,5.0
227,customer,3,197,customer,4.0,6.0
227,customer,4,129,customer,8.0,10.0
227,customer,5,254,customer,13.0,21.0
227,customer,6,307,customer,13.0,13.0
227,customer,7,200,customer,14.0,16.0
227,customer,8,9,customer,15.0,14.0
227,customer,9,14,customer,16.0,12.0
227,customer,10,178,customer,16.0,12.0
228,customer,1,229,customer,16.0,16.0
228,customer,2,61,customer,18.0,18.0
228,customer,3,183,customer,25.0,26.0
228,customer,4,277,customer,43.0,44.0
228,customer,5,118,customer,46.0,45.0
228,customer,6,205,customer,46.0,44.0
228,customer,7,231,customer,46.0,44.0
228,customer,8,265,customer,46.0,44.0
228,customer,9,8,customer,48.0,47.0
228,customer,10,116,customer,48.0,48.0
229,customer,1,183,customer,12.0,12.0
229,customer,2,228,customer,16.0,16.0
229,customer,3,61,customer,21.0,21.0
229,customer,4,277,customer,30.0,30.0
229,customer,5,116,customer,32.0,32.0
229,customer,6,77,customer,37.0,38.0
229,customer,7,317,customer,37.0,37.0
229,customer,8,31,customer,42.0,37.0
229,customer,9,198,customer,42.0,37.0
229,customer,10,95,customer,43.0,34.0
230,customer,1,50,customer,0.0,0.0
230,customer,2,147,customer,5.0,5.0
230,customer,3,143,customer,6.0,6.0
230,customer,4,38,customer,8.0,10.0
230,customer,5,51,customer,8.0,10.0
230,customer,6,74,customer,8.0,10.0
230,customer,7,110,customer,8.0,9.0
230,customer,8,125,customer,8.0,10.0
230,customer,9,132,customer,8.0,10.0
230,customer,10,253,customer,8.0,10.0
231,customer,1,205,customer,0.0,0.0
231,customer,2,265,customer,0.0892720849681246,0.0892720849681246
231,customer,3,246,customer,4.0,5.0
231,customer,4,191,customer,34.0,34.0
231,customer,5,195,customer,34.0,33.0
231,customer,6,305,customer,34.0,33.0
231,customer,7,228,customer,44.0,46.0
231,customer,8,248,customer,52.0,52.0
231,customer,9,186,customer,53.0,55.0
231,customer,10,310,customer,54.0,55.0
232,customer,1,202,customer,0.0,0.0
232,customer,2,72,customer,1.0,1.0
232,customer,3,104,customer,10.0,10.0
232,customer,4,90,customer,12.0,12.0
232,customer,5,39,customer,13.0,13.0
232,customer,6,114,customer,14.0,15.0
232,customer,7,213,customer,14.0,16.0
232,customer,8,312,customer,14.0,14.0
232,customer,9,165,customer,15.0,17.0
232,customer,10,242,customer,15.0,17.0
233,customer,1,71,customer,0.0,0.0
233,customer,2,114,customer,2.0,1.0
233,customer,3,157,customer,2.0,3.0
233,customer,4,165,customer,2.0,2.0
233,customer,5,210,customer,2.0,3.0
233,customer,6,213,customer,2.0,2.0
233,customer,7,242,customer,2.0,2.0
233,customer,8,263,customer,2.0,2.0
233,customer,9,274,customer,2.0,2.0
233,customer,10,99,customer,3.0,2.0
234,customer,1,82,customer,21.0,22.0
234,customer,2,144,customer,28.0,21.0
234,customer,3,189,customer,28.0,21.0
234,customer,4,31,customer,32.0,33.0
234,customer,5,198,customer,32.0,33.0
234,customer,6,95,customer,33.0,36.0
234,customer,7,42,customer,36.0,35.0
234,customer,8,175,customer,36.0,36.0
234,customer,9,225,customer,38.0,50.0
234,customer,10,285,customer,39.0,32.0
235,customer,1,47,customer,7.0,9.0
235,customer,2,62,customer,7.0,9.0
235,customer,3,19,customer,8.0,8.0
235,customer,4,64,customer,9.0,11.0
235,customer,5,98,customer,9.0,12.0
235,customer,6,148,customer,9.0,12.0
235,customer,7,164,customer,9.0,10.0
235,customer,8,294,customer,9.0,11.0
235,customer,9,315,customer,9.0,12.0
235,customer,10,171,customer,10.0,11.0
236,customer,1,11,customer,112.0,113.0
236,customer,2,247,customer,112.0,113.0
236,customer,3,264,customer,112.0,113.0
236,customer,4,21,customer,117.0,116.0
236,customer,5,130,customer,117.0,116.0
236,customer,6,221,customer,117.0,116.0
236,customer,7,85,customer,118.0,122.0
236,customer,8,30,customer,122.0,124.0
236,customer,9,94,customer,138.0,139.0
236,customer,10,309,customer,138.0,139.0
237,customer,1,138,customer,0.0,0.0
237,customer,2,190,customer,0.171206091367813,0.171206091367813
237,customer,3,24,customer,1.0,0.425214898689711
237,customer,4,133,customer,1.0,2.0
237,customer,5,289,customer,1.0,2.0
237,customer,6,22,customer,2.0,1.0
237,customer,7,45,customer,3.0,3.0
237,customer,8,53,customer,3.0,3.0
237,customer,9,84,customer,5.0,6.0
237,customer,10,100,customer,5.0,5.0
238,customer,1,193,customer,0.0,0.0
238,customer,2,2,customer,3.0,3.0
238,customer,3,107,customer,3.0,3.0
238,customer,4,282,customer,3.0,3.0
238,customer,5,16,customer,6.0,6.0
238,customer,6,17,customer,6.0,6.0
238,customer,7,41,customer,6.0,6.0
238,customer,8,55,customer,6.0,6.0
238,customer,9,139,customer,6.0,6.0
238,customer,10,194,customer,6.0,6.0
239,customer,1,214,customer,13.0,13.0
239,customer,2,172,customer,14.0,14.0
239,customer,3,128,customer,18.0,18.0
239,customer,4,295,customer,18.0,18.0
239,customer,5,156,customer,19.0,19.0
239,customer,6,81,customer,28.0,28.0
239,customer,7,6,customer,32.0,32.0
239,customer,8,63,customer,33.0,32.0
239,customer,9,319,customer,73.0,73.0
239,customer,10,57,customer,81.0,81.0
240,customer,1,58,customer,4.0,2.0
240,customer,2,154,customer,4.0,2.0
240,customer,3,207,customer,5.0,3.0
240,customer,4,126,customer,6.0,2.0
240,customer,5,324,customer,6.0,2.0
240,customer,6,5,customer,7.0,4.0
240,customer,7,32,customer,7.0,4.0
240,customer,8,67,customer,7.0,4.0
240,customer,9,142,customer,7.0,5.0
240,customer,10,269,customer,7.0,4.0
241,customer,1,297,customer,0.0,0.0
241,customer,2,15,customer,6.0,4.0
241,customer,3,159,customer,6.0,6.0
241,customer,4,38,customer,7.0,8.0
241,customer,5,51,customer,7.0,8.0
241,customer,6,74,customer,7.0,8.0
241,customer,7,125,customer,7.0,8.0
241,customer,8,126,customer,7.0,5.0
241,customer,9,132,customer,7.0,8.0
241,customer,10,225,customer,7.0,7.0
242,customer,1,165,customer,0.0,0.0
242,customer,2,274,customer,0.0,0.0
242,customer,3,114,customer,1.0,1.0
242,customer,4,213,customer,1.0,1.0
242,customer,5,71,customer,2.0,2.0
242,customer,6,233,customer,2.0,2.0
242,customer,7,263,customer,2.0,1.0
242,customer,8,99,customer,4.0,3.0
242,customer,9,157,customer,5.0,5.0
242,customer,10,210,customer,5.0,5.0
243,customer,1,78,customer,0.0,0.0
243,customer,2,291,customer,0.0,0.0
243,customer,3,0,base,6.0,6.0
243,customer,4,1,source,6.0,6.0
243,customer,5,59,customer,7.0,6.0
243,customer,6,185,customer,7.0,6.0
243,customer,7,192,customer,7.0,6.0
243,customer,8,135,customer,12.0,8.0
243,customer,9,134,customer,13.0,13.0
243,customer,10,170,customer,14.0,14.0
244,customer,1,44,customer,0.0,0.0
244,customer,2,50,customer,3.0,10.0
244,customer,3,230,customer,3.0,10.0
244,customer,4,147,customer,4.0,8.0
244,customer,5,142,customer,5.0,5.0
244,customer,6,143,customer,6.0,6.0
244,customer,7,253,customer,6.0,6.0
244,customer,8,261,customer,6.0,6.0
244,customer,9,126,customer,9.0,10.0
244,customer,10,324,customer,9.0,10.0
245,customer,1,283,customer,1.0,1.0
245,customer,2,293,customer,2.0,2.0
245,customer,3,87,customer,3.0,3.0
245,customer,4,97,customer,9.0,9.0
245,customer,5,175,customer,9.0,9.0
245,customer,6,52,customer,10.0,10.0
245,customer,7,96,customer,10.0,10.0
245,customer,8,208,customer,10.0,10.0
245,customer,9,225,customer,10.0,10.0
245,customer,10,299,customer,10.0,10.0
246,customer,1,205,customer,5.0,4.0
246,customer,2,231,customer,5.0,4.0
246,customer,3,265,customer,5.0,4.0
246,customer,4,191,customer,31.0,32.0
246,customer,5,195,customer,31.0,32.0
246,customer,6,305,customer,31.0,32.0
246,customer,7,118,customer,46.0,46.0
246,customer,8,228,customer,47.0,48.0
246,customer,9,248,customer,50.0,50.0
246,customer,10,186,customer,52.0,54.0
247,customer,1,11,customer,0.0,0.0
247,customer,2,264,customer,0.0,0.0
247,customer,3,21,customer,7.0,5.0
247,customer,4,130,customer,7.0,5.0
247,customer,5,221,customer,7.0,5.0
247,customer,6,94,customer,18.0,18.0
247,customer,7,309,customer,18.0,18.0
247,customer,8,18,customer,45.0,45.0
247,customer,9,217,customer,61.0,61.0
247,customer,10,77,customer,72.0,72.0
248,customer,1,310,customer,5.0,4.0
248,customer,2,186,customer,6.0,8.0
248,customer,3,276,customer,8.0,7.0
248,customer,4,271,customer,15.0,15.0
248,customer,5,182,customer,16.0,16.0
248,customer,6,307,customer,25.0,24.0
248,customer,7,9,customer,30.0,30.0
248,customer,8,14,customer,30.0,30.0
248,customer,9,178,customer,30.0,30.0
248,customer,10,298,customer,30.0,30.0
249,customer,1,20,customer,4.0,4.0
249,customer,2,319,customer,19.0,20.0
249,customer,3,57,customer,33.0,33.0
249,customer,4,191,customer,41.0,41.0
249,customer,5,195,customer,42.0,41.0
249,customer,6,305,customer,42.0,41.0
249,customer,7,118,customer,51.0,51.0
249,customer,8,8,customer,56.0,56.0
249,customer,9,63,customer,56.0,56.0
249,customer,10,6,customer,57.0,56.0
250,customer,1,117,customer,21.0,21.0
250,customer,2,119,customer,30.0,30.0
250,customer,3,323,customer,38.0,38.0
250,customer,4,222,customer,44.0,43.0
250,customer,5,28,customer,46.0,46.0
250,customer,6,37,customer,46.0,41.0
250,customer,7,215,customer,46.0,41.0
250,customer,8,296,customer,46.0,46.0
250,customer,9,102,customer,49.0,47.0
250,customer,10,66,customer,51.0,53.0
251,customer,1,40,customer,0.549178433032466,1.0
251,customer,2,212,customer,15.0,15.0
251,customer,3,303,customer,20.0,20.0
251,customer,4,37,customer,23.0,24.0
251,customer,5,215,customer,23.0,24.0
251,customer,6,290,customer,23.0,22.0
251,customer,7,306,customer,23.0,21.0
251,customer,8,280,customer,25.0,25.0
251,customer,9,222,customer,30.0,30.0
251,customer,10,323,customer,30.0,30.0
252,customer,1,93,customer,9.0,9.0
252,customer,2,321,customer,9.0,9.0
252,customer,3,29,customer,10.0,10.0
252,customer,4,122,customer,11.0,11.0
252,customer,5,168,customer,15.0,15.0
252,customer,6,106,customer,19.0,27.0
252,customer,7,211,customer,19.0,25.0
252,customer,8,83,customer,20.0,20.0
252,customer,9,105,customer,21.0,21.0
252,customer,10,123,customer,23.0,30.0
253,customer,1,261,customer,0.0,0.0
253,customer,2,142,customer,2.0,2.0
253,customer,3,180,customer,2.0,1.0
253,customer,4,304,customer,2.0,1.0
253,customer,5,38,customer,3.0,2.0
253,customer,6,51,customer,3.0,2.0
253,customer,7,74,customer,3.0,2.0
253,customer,8,125,customer,3.0,2.0
253,customer,9,132,customer,3.0,2.0
253,customer,10,15,customer,4.0,3.0
254,customer,1,129,customer,18.0,8.0
254,customer,2,27,customer,19.0,12.0
254,customer,3,150,customer,19.0,12.0
254,customer,4,197,customer,19.0,12.0
254,customer,5,227,customer,21.0,13.0
254,customer,6,200,customer,26.0,5.0
254,customer,7,307,customer,27.0,19.0
254,customer,8,204,customer,30.0,28.0
254,customer,9,178,customer,34.0,19.0
254,customer,10,298,customer,34.0,19.0
255,customer,1,257,customer,1.0,1.0
255,customer,2,288,customer,1.0,1.0
255,customer,3,174,customer,1.08551384705372,1.08551384705372
255,customer,4,219,customer,1.08551384705372,1.08551384705372
255,customer,5,65,customer,4.0,4.0
255,customer,6,92,customer,4.0,8.0
255,customer,7,201,customer,4.0,5.0
255,customer,8,218,customer,4.0,4.0
255,customer,9,318,customer,4.0,8.0
255,customer,10,86,customer,5.0,5.0
256,customer,1,273,customer,0.0,0.0
256,customer,2,96,customer,0.83324929148918,1.0
256,customer,3,320,customer,0.83324929148918,1.0
256,customer,4,175,customer,6.0,9.0
256,customer,5,87,customer,8.0,9.0
256,customer,6,283,customer,11.0,12.0
256,customer,7,293,customer,11.0,11.0
256,customer,8,245,customer,12.0,12.0
256,customer,9,97,customer,15.0,17.0
256,customer,10,52,customer,16.0,18.0
257,customer,1,288,customer,0.0241141538674017,0.0241141538674017
257,customer,2,174,customer,0.258095682336724,0.258095682336724
257,customer,3,219,customer,0.258095682336724,0.258095682336724
257,customer,4,255,customer,1.0,1.0
257,customer,5,201,customer,4.0,5.0
257,customer,6,65,customer,5.0,5.0
257,customer,7,218,customer,5.0,5.0
257,customer,8,4,customer,6.0,5.0
257,customer,9,92,customer,6.0,7.0
257,customer,10,136,customer,6.0,5.0
258,customer,1,171,customer,0.0,0.0
258,customer,2,73,customer,2.0,2.0
258,customer,3,176,customer,3.0,3.0
258,customer,4,259,customer,3.0,3.0
258,customer,5,47,customer,4.0,4.0
258,customer,6,62,customer,4.0,4.0
258,customer,7,64,customer,4.0,3.0
258,customer,8,98,customer,4.0,4.0
258,customer,9,148,customer,4.0,4.0
258,customer,10,294,customer,4.0,3.0
259,customer,1,73,customer,0.823522706045751,0.823522706045751
259,customer,2,275,customer,2.0,2.0
259,customer,3,171,customer,3.0,3.0
259,customer,4,176,customer,3.0,3.0
259,customer,5,258,customer,3.0,3.0
259,customer,6,69,customer,4.0,4.0
259,customer,7,220,customer,4.0,4.0
259,customer,8,224,customer,4.0,4.0
259,customer,9,4,customer,6.0,7.0
259,customer,10,64,customer,6.0,6.0
260,customer,1,110,customer,0.0,0.0
260,customer,2,25,customer,2.0,3.0
260,customer,3,157,customer,6.0,6.0
260,customer,4,210,customer,6.0,6.0
260,customer,5,99,customer,7.0,7.0
260,customer,6,71,customer,8.0,9.0
260,customer,7,146,customer,8.0,8.0
260,customer,8,233,customer,8.0,9.0
260,customer,9,50,customer,9.0,8.0
260,customer,10,230,customer,9.0,8.0
261,customer,1,253,customer,0.0,0.0
261,customer,2,142,customer,2.0,2.0
261,customer,3,180,customer,2.0,1.0
261,customer,4,304,customer,2.0,1.0
261,customer,5,38,customer,3.0,2.0
261,customer,6,51,customer,3.0,2.0
261,customer,7,74,customer,3.0,2.0
261,customer,8,125,customer,3.0,2.0
261,customer,9,132,customer,3.0,2.0
261,customer,10,15,customer,4.0,3.0
262,customer,1,303,customer,15.0,16.0
262,customer,2,306,customer,15.0,17.0
262,customer,3,223,customer,19.0,19.0
262,customer,4,290,customer,19.0,21.0
262,customer,5,212,customer,22.0,22.0
262,customer,6,155,customer,24.0,26.0
262,customer,7,76,customer,27.0,30.0
262,customer,8,184,customer,29.0,31.0
262,customer,9,111,customer,30.0,33.0
262,customer,10,161,customer,30.0,32.0
263,customer,1,114,customer,1.0,1.0
263,customer,2,165,customer,1.0,2.0
263,customer,3,213,customer,1.0,1.0
263,customer,4,242,customer,1.0,2.0
263,customer,5,274,customer,1.0,2.0
263,customer,6,71,customer,2.0,2.0
263,customer,7,233,customer,2.0,2.0
263,customer,8,99,customer,3.0,3.0
263,customer,9,157,customer,4.0,5.0
263,customer,10,210,customer,4.0,5.0
264,customer,1,11,customer,0.0,0.0
264,customer,2,247,customer,0.0,0.0
264,customer,3,21,customer,7.0,5.0
264,customer,4,130,customer,7.0,5.0
264,customer,5,221,customer,7.0,5.0
264,customer,6,94,customer,18.0,18.0
264,customer,7,309,customer,18.0,18.0
264,customer,8,18,customer,45.0,45.0
264,customer,9,217,customer,61.0,61.0
264,customer,10,77,customer,72.0,72.0
265,customer,1,205,customer,0.0892720849681246,0.0892720849681246
265,customer,2,231,customer,0.0892720849681246,0.0892720849681246
265,customer,3,246,customer,4.0,5.0
265,customer,4,191,customer,34.0,34.0
265,customer,5,195,customer,34.0,33.0
265,customer,6,305,customer,34.0,33.0
265,customer,7,228,customer,44.0,46.0
265,customer,8,248,customer,52.0,52.0
265,customer,9,186,customer,53.0,55.0
265,customer,10,310,customer,54.0,55.0
266,customer,1,109,customer,0.0,0.0
266,customer,2,199,customer,26.0,26.0
266,customer,3,56,customer,46.0,54.0
266,customer,4,36,customer,49.0,50.0
266,customer,5,7,customer,65.0,65.0
266,customer,6,83,customer,65.0,66.0
266,customer,7,105,customer,65.0,65.0
266,customer,8,123,customer,70.0,71.0
266,customer,9,93,customer,71.0,71.0
266,customer,10,321,customer,71.0,71.0
267,customer,1,196,customer,0.907241865206657,1.0
267,customer,2,279,customer,0.907241865206657,1.0
267,customer,3,4,customer,2.0,2.0
267,customer,4,136,customer,2.0,2.0
267,customer,5,69,customer,3.0,3.0
267,customer,6,84,customer,4.0,5.0
267,customer,7,100,customer,4.0,5.0
267,customer,8,220,customer,4.0,4.0
267,customer,9,224,customer,4.0,4.0
267,customer,10,173,customer,5.0,5.0
268,customer,1,127,customer,0.0,0.0
268,customer,2,287,customer,1.0,1.0
268,customer,3,313,customer,12.0,13.0
268,customer,4,42,customer,13.0,14.0
268,customer,5,285,customer,14.0,15.0
268,customer,6,137,customer,26.0,27.0
268,customer,7,145,customer,32.0,32.0
268,customer,8,277,customer,46.0,47.0
268,customer,9,234,customer,47.0,47.0
268,customer,10,31,customer,48.0,49.0
269,customer,1,5,customer,0.0,0.0
269,customer,2,32,customer,0.0,0.0
269,customer,3,67,customer,0.0,0.0
269,customer,4,126,customer,0.0,0.0
269,customer,5,302,customer,0.0,0.0
269,customer,6,311,customer,0.0,0.0
269,customer,7,324,customer,0.0,0.0
269,customer,8,58,customer,4.0,4.0
269,customer,9,142,customer,4.0,4.0
269,customer,10,154,customer,4.0,4.0
270,customer,1,34,customer,0.0,0.0
270,customer,2,26,customer,3.0,4.0
270,customer,3,79,customer,3.0,4.0
270,customer,4,286,customer,11.0,14.0
270,customer,5,66,customer,13.0,13.0
270,customer,6,149,customer,13.0,13.0
270,customer,7,153,customer,15.0,18.0
270,customer,8,325,customer,15.0,16.0
270,customer,9,35,customer,16.0,16.0
270,customer,10,12,customer,17.0,16.0
271,customer,1,310,customer,13.0,12.0
271,customer,2,248,customer,15.0,15.0
271,customer,3,182,customer,17.0,16.0
271,customer,4,186,customer,21.0,22.0
271,customer,5,276,customer,23.0,22.0
271,customer,6,33,customer,28.0,28.0
271,customer,7,57,customer,31.0,30.0
271,customer,8,307,customer,31.0,31.0
271,customer,9,129,customer,34.0,33.0
271,customer,10,178,customer,36.0,33.0
272,customer,1,131,customer,0.0,0.0
272,customer,2,141,customer,1.0,1.0
272,customer,3,22,customer,5.0,6.0
272,customer,4,24,customer,6.0,6.0
272,customer,5,71,customer,6.0,6.0
272,customer,6,133,customer,6.0,7.0
272,customer,7,138,customer,6.0,7.0
272,customer,8,190,customer,6.0,7.0
272,customer,9,233,customer,6.0,6.0
272,customer,10,237,customer,6.0,7.0
273,customer,1,256,customer,0.0,0.0
273,customer,2,96,customer,0.83324929148918,1.0
273,customer,3,320,customer,0.83324929148918,1.0
273,customer,4,175,customer,6.0,9.0
273,customer,5,87,customer,8.0,9.0
273,customer,6,283,customer,11.0,12.0
273,customer,7,293,customer,11.0,11.0
273,customer,8,245,customer,12.0,12.0
273,customer,9,97,customer,15.0,17.0
273,customer,10,52,customer,16.0,18.0
274,customer,1,165,customer,0.0,0.0
274,customer,2,242,customer,0.0,0.0
274,customer,3,114,customer,1.0,1.0
274,customer,4,213,customer,1.0,1.0
274,customer,5,71,customer,2.0,2.0
274,customer,6,233,customer,2.0,2.0
274,customer,7,263,customer,2.0,1.0
274,customer,8,99,customer,4.0,3.0
274,customer,9,157,customer,5.0,5.0
274,customer,10,210,customer,5.0,5.0
275,customer,1,73,customer,2.0,2.0
